CRM_Transaction_IDs,Transaction_Amount,Addon_Value,Date,Wallet_Operator,Size,Quatity,Total_Kgs,Device_ID,UID-Connected,isNFT,isBetterCooking,Repossesed_Device_IDs,isClaimed
MP220606.0724.I06697,130.00,130.00,6/6/22,Airtel,30,1,30,,820050730,Yes,No,,Yes
3053698132,260.00,260.00,6/6/22,MTN,30,2,60,,,No,No,820091468,No
3053706949,130.00,130.00,6/6/22,MTN,30,1,30,310020614,820091852,Yes,No,820091852,Yes
3053753886,130.00,130.00,6/6/22,MTN,30,1,30,,820047343,Yes,No,,Yes
3053769611,130.00,130.00,6/6/22,MTN,30,1,30,310021805,820092134,No,No,820092134,No
MP220606.0850.L83829,130.00,130.00,6/6/22,Airtel,30,1,30,,820050327,Yes,No,,Yes
MP220606.0859.L84190,130.00,130.00,6/6/22,Airtel,30,1,30,,,No,No,820050303,No
3053829237,130.00,130.00,6/6/22,MTN,30,1,30,310020877,820091443,No,No,820091443,No
3053836026,130.00,130.00,6/6/22,MTN,30,1,30,310025198,820091962,Yes,No,820091962,Yes
3053843953,130.00,130.00,6/6/22,MTN,30,1,30,310021407,820091863,Yes,No,820091863,Yes
3053909902,130.00,130.00,6/6/22,MTN,30,1,30,310001999,820091550,Yes,No,820091550,Yes
MP220606.1048.H20528,130.00,130.00,6/6/22,Airtel,30,1,30,310013229,820091554,No,No,820091554,No
MP220606.1053.J05428,130.00,130.00,6/6/22,Airtel,30,1,30,,820046835,Yes,No,,Yes
MP220606.1056.L88954,130.00,130.00,6/6/22,Airtel,30,1,30,,820046796,Yes,No,,Yes
MP220606.1101.H21223,130.00,130.00,6/6/22,Airtel,30,1,30,310017865,820092138,Yes,No,820092138,Yes
MP220606.1103.L89217,130.00,130.00,6/6/22,Airtel,30,1,30,310000832,820091474,Yes,No,820091474,Yes
MP220606.1116.G10872,130.00,130.00,6/6/22,Airtel,30,1,30,310001813,820091540,Yes,No,820091540,Yes
MP220606.1206.I18094,130.00,130.00,6/6/22,Airtel,30,1,30,,820050680,Yes,No,,Yes
3054553047,130.00,130.00,6/6/22,MTN,30,1,30,,,No,No,820092389,No
3054663137,130.00,130.00,6/6/22,MTN,30,1,30,31000605,820091467,Yes,No,820091467,Yes
3054708059,130.00,130.00,6/6/22,MTN,30,1,30,310000405,820092037,Yes,No,820092037,Yes
3054725372,130.00,130.00,6/6/22,MTN,30,1,30,,,No,No,820092445,Yes
MP220606.1535.G23004,130.00,130.00,6/6/22,Airtel,30,1,30,310028941,820092382,No,No,820092382,No
MP220606.1602.J19788,130.00,130.00,6/6/22,Airtel,30,1,30,310020612,820091942,Yes,No,820091942,Yes
MP220606.1619.H35921,130.00,130.00,6/6/22,Airtel,30,1,30,0,820091797,No,No,820091797,No
MP220606.1628.G25985,130.00,130.00,6/6/22,Airtel,30,1,30,310025570,820091960,Yes,No,820091960,Yes
MP220606.1929.L19537,130.00,130.00,6/6/22,Airtel,30,1,30,,,No,No,820050747,No
MP220607.0935.L41999,130.00,130.00,6/7/22,Airtel,30,1,30,310003080,820092458,Yes,No,820092458,
MP220607.1003.I63100,130.00,130.00,6/7/22,Airtel,30,1,30,310021222,820092035,Yes,No,820092035,
MP220607.1018.J55139,130.00,130.00,6/7/22,Airtel,30,1,30,,820050625,Yes,No,,
MP220607.1035.I64559,130.00,130.00,6/7/22,Airtel,30,1,30,310014791,820091941,Yes,No,820091941,
MP220607.1119.K77110,130.00,130.00,6/7/22,Airtel,30,1,30,,820050655,No,No,,
3057177553,130.00,130.00,6/7/22,MTN,30,1,30,310017700,820091507,Yes,No,820091507,Yes
3057199307,130.00,130.00,6/7/22,MTN,30,1,30,310008813,820092135,No,No,820092135,No
MP220607.1719.I88990,130.00,130.00,6/7/22,Airtel,30,1,30,310002768,820091476,Yes,No,820091476,
MP220607.1756.J84655,130.00,130.00,6/7/22,Airtel,30,1,30,310022915,820091446,No,No,820091446,
3057354544,130.00,130.00,6/7/22,MTN,30,1,30,310031447,820091478,Yes,No,820091478,Yes
MP220608.1046.L03709,130.00,130.00,6/8/22,Airtel,30,1,30,310023109,820092034,No,No,820092034,No
3059376728,130.00,130.00,6/8/22,MTN,30,1,30,310022888,820092038,Yes,No,820092038,Yes
3059397785,130.00,130.00,6/8/22,MTN,30,1,30,310030183,820092451,Yes,No,820092451,Yes
MP220608.1322.L11627,130.00,130.00,6/8/22,Airtel,30,1,30,,,No,No,820092334,No
3059438423,130.00,130.00,6/8/22,MTN,30,1,30,,,No,No,820092031,No
MP220608.1335.G25273,130.00,130.00,6/8/22,Airtel,30,1,30,310017006,820092117,No,No,820092117,No
MP220608.1340.I31423,130.00,130.00,6/8/22,Airtel,30,1,30,310076323,820092336,Yes,No,820092336,Yes
MP220608.1424.K41457,130.00,130.00,6/8/22,Airtel,30,1,30,,,No,No,820091448,No
MP220608.1721.J36656,130.00,130.00,6/8/22,Airtel,30,1,30,0,820092136,No,No,820092136,No
3061210948,130.00,130.00,6/9/22,MTN,30,1,30,,,No,No,820092444,No
MP220609.1158.I80751,130.00,130.00,6/9/22,Airtel,30,1,30,0,820091867,No,No,820091867,No
3061746015,130.00,130.00,6/9/22,MTN,30,1,30,310022482,820091553,No,No,820091553,No
3061819064,130.00,130.00,6/9/22,MTN,30,1,30,310038361,820092333,Yes,No,820092333,Yes
3061840032,130.00,130.00,6/9/22,MTN,30,1,30,0,820091868,No,No,820091868,No
3061872333,130.00,130.00,6/9/22,MTN,30,1,30,310022211,820091790,Yes,No,820091790,Yes
3061901834,130.00,130.00,6/9/22,MTN,30,1,30,310014076,820091462,No,No,820091462,No
MP220609.1526.H96976,130.00,130.00,6/9/22,Airtel,30,1,30,310034148,820091539,Yes,No,820092335,Yes
MP220609.1546.K99267,130.00,130.00,6/9/22,Airtel,30,1,30,0,820091797,No,No,820091797,No
MP220609.1558.I93124,130.00,130.00,6/9/22,Airtel,30,1,30,310023547,820092131,Yes,No,820092131,Yes
MP220609.1611.J88821,130.00,130.00,6/9/22,Airtel,30,1,30,310001858,820091399,Yes,No,820091399,Yes
3063718923,130.00,130.00,6/10/22,MTN,30,1,30,310022515,820091551,Yes,No,820091551,Yes
MP220610.1047.G11076,130.00,130.00,6/10/22,Airtel,30,1,30,310001189,820091865,No,No,820091865,
MP220610.1121.L12355,130.00,130.00,6/10/22,Airtel,30,1,30,310014681,820091447,Yes,No,820091447,
MP220610.1129.J12184,130.00,130.00,6/10/22,Airtel,30,1,30,310022943,820091548,No,No,820091548,
3064629125,130.00,130.00,6/10/22,MTN,30,1,30,,,No,No,820091948,No
3064644224,130.00,130.00,6/10/22,MTN,30,1,30,,,No,No,820092443,No
3064661877,130.00,130.00,6/10/22,MTN,30,1,30,,,No,No,820091946,No
MP220611.1309.L18409,130.00,130.00,6/11/22,Airtel,30,1,30,,820050643,Yes,No,,
MP220611.1647.H28701,60.00,60.00,6/11/22,Airtel,20,1,20,,820050730,Yes,No,,
3070313287,130.00,130.00,6/13/22,MTN,30,1,30,310035031,820050461,Yes,No,820050461,Yes
3070949866,130.00,130.00,6/13/22,MTN,30,1,30,310007728,820091963,Yes,No,820091963,Yes
3070994250,130.00,130.00,6/13/22,MTN,30,1,30,,,No,No,820091552,No
MP220613.1145.J11410,130.00,130.00,6/13/22,Airtel,30,1,30,310023068,820092116,Yes,No,820092116,Yes
MP220613.1153.G11750,130.00,130.00,6/13/22,Airtel,30,1,30,,,No,No,820092320,No
MP220613.1230.J13509,130.00,130.00,6/13/22,Airtel,30,1,30,310092576,820091541,No,No,820091541,No
MP220613.1242.I14192,130.00,130.00,6/13/22,Airtel,30,1,30,310021992,820092445,Yes,No,820091392,Yes
MP220613.1248.H14588,130.00,130.00,6/13/22,Airtel,30,1,30,310029142,820092033,Yes,No,820092033,Yes
MP220613.1256.H15001,130.00,130.00,6/13/22,Airtel,30,1,30,0,820091856,No,No,820091856,No
MP220613.1302.G14455,130.00,130.00,6/13/22,Airtel,30,1,30,310025085,820091440,Yes,No,820091440,Yes
MP220613.1307.I15332,130.00,130.00,6/13/22,Airtel,30,1,30,31002444,820091509,No,No,820091509,No
MP220613.1315.I15538,130.00,130.00,6/13/22,Airtel,30,1,30,310022931,820091949,Yes,No,820091949,Yes
MP220613.1327.H16322,130.00,130.00,6/13/22,Airtel,30,1,30,310007918,820091505,Yes,No,820091505,Yes
MP220613.1328.L15347,130.00,130.00,6/13/22,Airtel,30,1,30,310018331,820092388,Yes,No,820092388,Yes
MP220613.1330.J16179,130.00,130.00,6/13/22,Airtel,30,1,30,,,No,No,820091559,No
MP220613.1334.K17090,130.00,130.00,6/13/22,Airtel,30,1,30,310022473,820091544,No,No,820091544,No
MP220613.1343.H16845,130.00,130.00,6/13/22,Airtel,30,1,30,0,820091473,No,No,820091473,No
MP220613.1349.J16866,130.00,130.00,6/13/22,Airtel,30,1,30,310020954,820092447,Yes,No,820092447,Yes
MP220613.1406.I17772,130.00,130.00,6/13/22,Airtel,30,1,30,310036958,820091969,Yes,No,820091969,Yes
MP220613.1412.I18008,130.00,130.00,6/13/22,Airtel,30,1,30,310023118,820092449,Yes,No,820092449,Yes
MP220613.1430.L18315,130.00,130.00,6/13/22,Airtel,30,1,30,310025398,820092384,Yes,No,820092384,Yes
3071455632,60.00,60.00,6/13/22,MTN,20,1,20,310020782,820092380,No,No,820092380,No
MP220613.1443.K19858,130.00,130.00,6/13/22,Airtel,30,1,30,0,820092330,No,No,820092330,No
MP220613.1446.H20183,130.00,130.00,6/13/22,Airtel,30,1,30,310017935,820091477,Yes,No,820091477,Yes
MP220613.1456.J20180,130.00,130.00,6/13/22,Airtel,30,1,30,310014602,820091549,No,No,820091549,No
MP220613.1504.K21004,130.00,130.00,6/13/22,Airtel,30,1,30,,,No,No,820091464,No
3071566668,130.00,130.00,6/13/22,MTN,30,1,30,310017019,820091475,Yes,No,820091475,Yes
3071593793,130.00,130.00,6/13/22,MTN,30,1,30,310003633,820091460,Yes,No,820091460,Yes
MP220613.1521.I21295,130.00,130.00,6/13/22,Airtel,30,1,30,0,820092446,No,No,820092446,No
3071621924,130.00,130.00,6/13/22,MTN,30,1,30,310016957,820091858,Yes,No,820091858,Yes
MP220613.1526.K21878,130.00,130.00,6/13/22,Airtel,30,1,30,310025310,820091479,Yes,No,820091479,Yes
3071664630,130.00,130.00,6/13/22,MTN,30,1,30,310020612,820091942,Yes,No,820091942,Yes
3071791700,130.00,130.00,6/13/22,MTN,30,1,30,310015341,820092323,No,No,820092323,No
3071817327,130.00,130.00,6/13/22,MTN,30,1,30,310022125,820092137,Yes,No,820092137,Yes
3071828518,130.00,130.00,6/13/22,MTN,30,1,30,,,No,No,820091864,No
MP220613.1800.I29654,130.00,130.00,6/13/22,Airtel,30,1,30,310000494,820091471,Yes,No,820091471,Yes
MP220613.1803.L30165,260.00,260.00,6/13/22,Airtel,30,2,60,,,No,No,820092452,Yes
MP220613.1815.J30739,360.00,130.00,6/13/22,Airtel,30,1,30,0,820091945,No,No,820091945,No
MP220613.1815.J30739,360.00,130.00,6/13/22,Airtel,30,1,30,310010002,820092440,No,No,820092440,No
MP220613.1909.J34965,30.00,30.00,6/13/22,Airtel,30,1,30,310021355,820091441,No,No,820091441,No
3073817774,130.00,130.00,6/14/22,MTN,30,1,30,310002511,820091944,Yes,No,820091944,Yes
3073832800,130.00,130.00,6/14/22,MTN,30,1,30,310035508,820092036,Yes,No,820092036,Yes
3074055523,130.00,130.00,6/14/22,MTN,30,1,30,310022158,820091796,Yes,No,820091796,Yes
MP220616.0929.K04467,260.00,260.00,6/16/22,Airtel,30,2,60,,,No,No,820092114,
MP220620.0827.J47991,130.00,130.00,6/20/22,Airtel,30,1,30,,,No,No,820091557,No
MP220620.0829.I49469,130.00,130.00,6/20/22,Airtel,30,1,30,310022421,820092442,Yes,No,820092442,Yes
MP220620.1448.J63329,60.00,60.00,6/20/22,Airtel,20,1,20,310025198,820091962,Yes,No,820091962,Yes
MP220620.1453.I65398,130.00,130.00,6/20/22,Airtel,30,1,30,310029369,820091501,Yes,No,820091501,Yes
MP220620.1504.J63972,130.00,130.00,6/20/22,Airtel,30,1,30,310023055,820091500,Yes,No,820091500,Yes
MP220620.1520.I66420,130.00,130.00,6/20/22,Airtel,30,1,30,310025390,820091466,Yes,No,820091466,Yes
MP220620.1549.I67482,130.00,130.00,6/20/22,Airtel,30,1,30,,,No,No,820091866,No
MP220620.1557.J66126,130.00,130.00,6/20/22,Airtel,30,1,30,,820047285,Yes,No,,Yes
MP220620.1605.G69099,130.00,130.00,6/20/22,Airtel,30,1,30,,,No,No,820091860,No
MP220620.1646.I69901,130.00,130.00,6/20/22,Airtel,30,1,30,310022093,820092110,Yes,No,820092110,Yes
MP220620.1755.G74517,130.00,130.00,6/20/22,Airtel,30,1,30,310003455,820092383,Yes,No,820092383,Yes
MP220621.0839.K05677,130.00,130.00,6/21/22,Airtel,30,1,30,310002108,820092385,Yes,No,820092385,Yes
MP220621.0848.J06865,130.00,130.00,6/21/22,Airtel,30,1,30,,,No,No,820091463,No
MP220621.1038.I10307,130.00,130.00,6/21/22,Airtel,30,1,30,310030266,820091469,Yes,No,820091469,Yes
MP220621.1053.L10931,130.00,130.00,6/21/22,Airtel,30,1,30,,,No,No,820091543,No
MP220621.1102.K11385,60.00,60.00,6/21/22,Airtel,20,1,20,,,No,No,820091543,No
MP220621.1127.K12445,130.00,130.00,6/21/22,Airtel,30,1,30,310025569,820091555,No,No,820091555,No
MP220621.1131.G13289,130.00,130.00,6/21/22,Airtel,30,1,30,310000545,820091851,No,No,820091851,No
MP220621.1532.L24089,20.00,20.00,6/21/22,Airtel,5,1,5,,820050336,Yes,No,,Yes
3091744893,130.00,130.00,6/22/22,MTN,30,1,30,,820047288,No,No,,No
3091792548,130.00,130.00,6/22/22,MTN,30,1,30,,,No,No,820050740,No
3091814682,130.00,130.00,6/22/22,MTN,30,1,30,,820046791,No,No,,No
3091869049,130.00,130.00,6/22/22,MTN,30,1,30,,820046885,Yes,No,,Yes
MP220622.0847.H54462,130.00,130.00,6/22/22,Airtel,30,1,30,,820050722,No,No,,No
MP220622.0856.L57128,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050277,No
3091909965,130.00,130.00,6/22/22,MTN,30,1,30,,820050629,No,No,,No
MP220622.0903.K57293,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820091006,No
MP220622.0917.L58014,130.00,130.00,6/22/22,Airtel,30,1,30,310000012,820091442,No,No,820091442,No
3092056249,130.00,130.00,6/22/22,MTN,30,1,30,,,No,No,820050546,No
MP220622.1109.K03535,130.00,130.00,6/22/22,Airtel,30,1,30,,820050706,No,No,,No
3092245654,130.00,130.00,6/22/22,MTN,30,1,30,,820050276,Yes,No,,Yes
3092277379,130.00,130.00,6/22/22,MTN,30,1,30,,820047460,Yes,No,,Yes
MP220622.1142.L04508,130.00,130.00,6/22/22,Airtel,30,1,30,,820050407,No,No,,No
3092341383,130.00,130.00,6/22/22,MTN,30,1,30,,,No,No,820050617,No
3092370118,130.00,130.00,6/22/22,MTN,30,1,30,,820050710,No,No,,No
MP220622.1205.H07148,130.00,130.00,6/22/22,Airtel,30,1,30,310017742,820091964,No,No,820091964,No
MP220622.1216.J05948,130.00,130.00,6/22/22,Airtel,30,1,30,,820047473,Yes,No,,Yes
3092419692,130.00,130.00,6/22/22,MTN,30,1,30,,820050701,No,No,,No
MP220622.1237.J07088,130.00,130.00,6/22/22,Airtel,30,1,30,,820047308,Yes,No,,Yes
3092466002,130.00,130.00,6/22/22,MTN,30,1,30,,820050583,No,No,,No
MP220622.1251.J07645,130.00,130.00,6/22/22,Airtel,30,1,30,,820050697,No,No,,No
MP220622.1302.K09350,130.00,130.00,6/22/22,Airtel,30,1,30,,820050626,Yes,No,,Yes
3092557053,130.00,130.00,6/22/22,MTN,30,1,30,,,No,No,820091298,No
MP220622.1338.L09578,130.00,130.00,6/22/22,Airtel,30,1,30,,820046886,Yes,No,,Yes
MP220622.1433.H13718,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050582,No
3092780397,130.00,130.00,6/22/22,MTN,30,1,30,,820046759,Yes,No,,Yes
MP220622.1449.K14024,130.00,130.00,6/22/22,Airtel,30,1,30,,820046900,No,No,,No
MP220622.1459.J14122,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820046925,No
3092912538,130.00,130.00,6/22/22,MTN,30,1,30,,820050330,Yes,No,,Yes
MP220622.1536.H17041,130.00,130.00,6/22/22,Airtel,30,1,30,,820047344,Yes,No,,Yes
MP220622.1559.L16646,130.00,130.00,6/22/22,Airtel,30,1,30,,820050519,Yes,No,,Yes
3093027286,130.00,130.00,6/22/22,MTN,30,1,30,,820050720,Yes,No,,Yes
MP220622.1606.G17854,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050564,No
MP220622.1616.J18057,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050406,No
MP220622.1658.H21139,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820047406,No
MP220622.1825.K26051,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050375,No
MP220622.1831.L25359,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820050594,No
MP220622.1837.I26495,130.00,130.00,6/22/22,Airtel,30,1,30,,,No,No,820047251,No
MP220622.1842.L26311,130.00,130.00,6/22/22,Airtel,30,1,30,,820050721,Yes,No,,Yes
MP220622.2112.J36731,260.00,130.00,6/22/22,Airtel,30,1,30,310023153,820091503,Yes,No,820091503,Yes
MP220622.2112.J36731,260.00,130.00,6/22/22,Airtel,30,1,30,310019810,820092325,Yes,No,820092325,Yes
3094232415,130.00,130.00,6/23/22,MTN,30,1,30,,,No,No,820050734,No
3094382753,30.00,130.00,6/23/22,MTN,30,1,30,,820050319,No,No,,No
3094495417,130.00,130.00,6/23/22,MTN,30,1,30,,820050743,No,No,,No
MP220623.1038.L11200,130.00,130.00,6/23/22,Airtel,30,1,30,,,No,No,820050402,
MP220623.1045.H11741,130.00,130.00,6/23/22,Airtel,30,1,30,,,No,No,820050280,
MP220623.1100.J11424,130.00,130.00,6/23/22,Airtel,30,1,30,310025300,820091295,Yes,No,820091295,
MP220623.1135.K13044,130.00,130.00,6/23/22,Airtel,30,1,30,310014068,820050591,Yes,No,820050591,
MP220623.1148.G14239,130.00,130.00,6/23/22,Airtel,30,1,30,,820050674,Yes,No,,
MP220623.1152.J13885,130.00,130.00,6/23/22,Airtel,30,1,30,,820050275,Yes,No,,
MP220623.1317.I17234,130.00,130.00,6/23/22,Airtel,30,1,30,,820050620,Yes,No,,
MP220623.1329.H18956,130.00,130.00,6/23/22,Airtel,30,1,30,,820050424,No,No,,
MP220623.1357.L20209,130.00,130.00,6/23/22,Airtel,30,1,30,,820050316,No,No,,
3095220989,130.00,130.00,6/23/22,MTN,30,1,30,310016957,820091858,Yes,No,820091858,Yes
MP220623.1511.I22967,130.00,130.00,6/23/22,Airtel,30,1,30,,,No,No,820091005,
3095636669,130.00,130.00,6/23/22,MTN,30,1,30,310020921,820091855,No,No,820091855,No
3096697714,130.00,130.00,6/24/22,MTN,30,1,30,310021225,820092455,Yes,No,820092455,Yes
3097265340,130.00,130.00,6/24/22,MTN,30,1,30,310009369,820092030,Yes,No,820092030,Yes
3097469074,130.00,130.00,6/24/22,MTN,30,1,30,310021823,820091506,Yes,No,820091506,Yes
MP220624.1533.G25340,130.00,130.00,6/24/22,Airtel,30,1,30,310020614,820091852,Yes,No,820091852,
3098065197,260.00,260.00,6/24/22,MTN,30,2,60,820092453,,No,No,820092453,No
3098165316,130.00,130.00,6/24/22,MTN,30,1,30,310016884,820091961,No,No,820091961,No
MP220626.1922.L60886,130.00,130.00,6/26/22,Airtel,30,1,30,310001845,820091472,No,No,820091472,
MP220626.1936.J55893,130.00,130.00,6/26/22,Airtel,30,1,30,0,820092032,No,No,820092032,
3103886853,130.00,130.00,6/27/22,MTN,30,1,30,310029182,820091391,Yes,No,820091391,Yes
3105123654,130.00,130.00,6/27/22,MTN,30,1,30,310022819,820091853,No,No,820091853,No
MP220627.1509.L02048,130.00,130.00,6/27/22,Airtel,30,1,30,310022741,820091542,No,No,820091542,No
MP220627.1545.H91265,130.00,130.00,6/27/22,Airtel,30,1,30,310030514,820092115,Yes,No,820092115,Yes
3106821790,130.00,130.00,6/28/22,MTN,30,1,30,,820050652,Yes,No,,Yes
MP220628.0801.J06132,130.00,130.00,6/28/22,Airtel,30,1,30,,820050643,Yes,No,,Yes
3107008942,130.00,130.00,6/28/22,MTN,30,1,30,,820047373,Yes,No,,Yes
3107041059,130.00,130.00,6/28/22,MTN,30,1,30,,820050731,No,No,,No
3107091396,130.00,130.00,6/28/22,MTN,30,1,30,,820050732,No,No,,No
3107121150,130.00,130.00,6/28/22,MTN,30,1,30,310017519,820046790,No,No,820046790,No
3107145583,130.00,130.00,6/28/22,MTN,30,1,30,,820047336,No,No,,No
3107183191,130.00,130.00,6/28/22,MTN,30,1,30,,820050692,Yes,No,,Yes
MP220628.0955.I11856,130.00,130.00,6/28/22,Airtel,30,1,30,310002948,820091294,No,No,820091294,No
3107224786,130.00,130.00,6/28/22,MTN,30,1,30,,820050714,Yes,No,,Yes
MP220628.1009.K12410,130.00,130.00,6/28/22,Airtel,30,1,30,,820050699,No,No,,No
3107271915,130.00,130.00,6/28/22,MTN,30,1,30,,820050584,No,No,,No
MP220628.1032.J13358,130.00,130.00,6/28/22,Airtel,30,1,30,310003042,820050595,No,No,820050595,No
3107391320,130.00,130.00,6/28/22,MTN,30,1,30,,820047295,Yes,No,,Yes
3107427016,130.00,130.00,6/28/22,MTN,30,1,30,,,No,No,820050685,Yes
MP220628.1212.L19686,130.00,130.00,6/28/22,Airtel,30,1,30,0,820092326,No,No,820092326,No
MP220628.1238.H20445,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050541,No
3107693677,130.00,130.00,6/28/22,MTN,30,1,30,,,No,No,820050715,No
3107720049,130.00,130.00,6/28/22,MTN,30,1,30,,820050729,No,No,,No
MP220628.1329.I24078,130.00,130.00,6/28/22,Airtel,30,1,30,,820050671,No,No,,No
3107838252,130.00,130.00,6/28/22,MTN,30,1,30,,,No,No,820050745,No
3107910021,130.00,130.00,6/28/22,MTN,30,1,30,,820047441,Yes,No,,Yes
MP220628.1358.H24806,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050451,No
3107938450,130.00,130.00,6/28/22,MTN,30,1,30,,820050633,Yes,No,,Yes
MP220628.1405.K25466,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050686,No
MP220628.1426.H26077,130.00,130.00,6/28/22,Airtel,30,1,30,,820050482,No,No,,No
3108097726,130.00,130.00,6/28/22,MTN,30,1,30,,820050673,No,No,,No
3108137144,130.00,130.00,6/28/22,MTN,30,1,30,,820050642,No,No,,No
MP220628.1513.G28227,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050650,No
MP220628.1522.G28988,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820091000,No
3108367050,130.00,130.00,6/28/22,MTN,30,1,30,,,No,No,820091291,No
MP220628.1613.I33316,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050273,No
3108404142,130.00,130.00,6/28/22,MTN,30,1,30,310003076,820050619,Yes,No,820050619,Yes
MP220628.1626.G32565,130.00,130.00,6/28/22,Airtel,30,1,30,0,820091008,No,No,820091008,No
MP220628.1637.H33761,130.00,130.00,6/28/22,Airtel,30,1,30,,820050634,Yes,No,,Yes
MP220628.1713.J36141,130.00,130.00,6/28/22,Airtel,30,1,30,310014681,820091447,Yes,No,820091447,Yes
MP220628.1725.H36752,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050728,No
MP220628.1741.G37723,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050657,No
MP220628.1755.L41868,130.00,130.00,6/28/22,Airtel,30,1,30,,,No,No,820050610,No
MP220628.1821.I41595,130.00,130.00,6/28/22,Airtel,30,1,30,,820050641,Yes,No,,Yes
3109360242,130.00,130.00,6/29/22,MTN,30,1,30,,,No,No,820091795,No
3109555045,130.00,130.00,6/29/22,MTN,30,1,30,310002884,820091396,Yes,No,820091396,Yes
MP220629.0827.G66978,130.00,130.00,6/29/22,Airtel,30,1,30,310029231,820091004,No,No,820091004,No
3109697496,130.00,130.00,6/29/22,MTN,30,1,30,,,No,No,820050665,No
MP220629.0836.H69207,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820050693,No
3109721023,130.00,130.00,6/29/22,MTN,30,1,30,,820050649,Yes,No,,Yes
MP220629.0850.K68053,130.00,130.00,6/29/22,Airtel,30,1,30,,820050677,Yes,No,,Yes
3109757580,130.00,130.00,6/29/22,MTN,30,1,30,,820047458,Yes,No,,Yes
MP220629.0904.L74362,130.00,130.00,6/29/22,Airtel,30,1,30,,820050286,No,No,,No
MP220629.0908.G68792,130.00,130.00,6/29/22,Airtel,30,1,30,,820050276,Yes,No,,Yes
3109857615,130.00,130.00,6/29/22,MTN,30,1,30,,,No,No,820050509,No
MP220629.0933.H72231,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820050502,Yes
3109885553,130.00,130.00,6/29/22,MTN,30,1,30,310014867,820091001,Yes,No,820091001,Yes
MP220629.0954.J72807,130.00,130.00,6/29/22,Airtel,30,1,30,,820050653,No,No,,No
3109926006,130.00,130.00,6/29/22,MTN,30,1,30,,820047343,Yes,No,,Yes
3109938121,130.00,130.00,6/29/22,MTN,30,1,30,310021805,820092134,No,No,820092134,No
MP220629.1004.L77951,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820050741,No
3110040333,130.00,130.00,6/29/22,MTN,30,1,30,0,820050597,No,No,820050597,No
MP220629.1043.L80458,130.00,130.00,6/29/22,Airtel,30,1,30,,820050730,Yes,No,,Yes
MP220629.1116.K75326,130.00,130.00,6/29/22,Airtel,30,1,30,,820047387,Yes,No,,Yes
3110189349,130.00,130.00,6/29/22,MTN,30,1,30,,820050503,Yes,No,,Yes
MP220629.1149.L84738,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820050270,No
MP220629.1207.I79933,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820047341,No
MP220629.1216.L86785,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820047261,No
MP220629.1222.K78386,130.00,130.00,6/29/22,Airtel,30,1,30,,,No,No,820054421,No
3110480042,130.00,130.00,6/29/22,MTN,30,1,30,,820050654,No,No,,No
MP220629.1258.I82539,130.00,130.00,6/29/22,Airtel,30,1,30,310028764,820050593,Yes,No,820050593,Yes
3110576919,130.00,130.00,6/29/22,MTN,30,1,30,,,No,No,820050281,No
MP220629.1318.J83554,130.00,130.00,6/29/22,Airtel,30,1,30,,820050736,Yes,No,,Yes
MP220629.1333.J84207,130.00,130.00,6/29/22,Airtel,30,1,30,310001813,820091540,Yes,No,820091540,Yes
3110669163,130.00,130.00,6/29/22,MTN,30,1,30,,820050285,No,No,,No
